,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
3752,College of Letters & Science,Political Science,POLI SCI 416,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
3753,College of Letters & Science,Political Science,POLI SCI 417,3,"Sophomore standing and (POLI SCI 104, 184, or LEGAL ST/POLI SCI  217)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3754,College of Letters & Science,Political Science,POLI SCI/PUB AFFR  419,3,"Sophomore standing and (POLI SCI 104, 184, or LEGAL ST/POLI SCI  217)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3755,College of Letters & Science,Political Science,POLI SCI/GEN&WS  429,3,Sophomore standing; not open to special students,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3756,College of Letters & Science,Political Science,POLI SCI/INTL ST  431,3,Sophomore standing and POLI SCI 140 or INTL ST 101 (or POLI SCI 103 taken prior to fall 2017) or graduate/professional standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3757,College of Letters & Science,Political Science,POLI SCI/INTL ST  434,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
3758,College of Letters & Science,Political Science,POLI SCI/GEN&WS  435,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3759,College of Letters & Science,Political Science,POLI SCI/INTL ST  439,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2021
3760,College of Letters & Science,Political Science,POLI SCI/ECON/ENVIR ST/URB R PL  449,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
3761,College of Letters & Science,Political Science,POLI SCI 460,3,Sophomore standing and (POLI SCI 160 or ILS 205) or (POLI SCI 209 taken prior to fall 2017) or graduate standing,Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3762,College of Letters & Science,Political Science,POLI SCI 461,3,Consent of instructor,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3763,College of Letters & Science,Political Science,POLI SCI 463,4,Sophomore standing,Breadth - Either Humanities or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3764,College of Letters & Science,Political Science,POLI SCI/GEN&WS  469,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3765,College of Letters & Science,Political Science,POLI SCI 470,3,"Sophomore standing and (POLI SCI 104, 184, or LEGAL ST/POLI SCI  217)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3766,College of Letters & Science,Political Science,POLI SCI 481,3,Junior standing and declared in an Honors program,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2023
3767,College of Letters & Science,Political Science,POLI SCI 511,3,"Sophomore standing and (POLI SCI 104, 184, or LEGAL ST/POLI SCI  217)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
3768,College of Letters & Science,Political Science,POLI SCI 515,3,Sophomore standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3769,College of Letters & Science,Political Science,POLI SCI/AFROAMER  519,3,Sophomore standing and (POLI SCI 160 or AFROAMER 151) or (POLI SCI 209 taken prior to fall 2017) or graduate/professional standing,Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3770,College of Letters & Science,Political Science,POLI SCI 601,3,Consent of instructor,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3771,College of Letters & Science,Political Science,POLI SCI 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
3772,College of Letters & Science,Political Science,POLI SCI 683,3,Junior standing and declared in an Honors program,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
3773,College of Letters & Science,Political Science,POLI SCI 684,3,"POLI SCI 683, senior standing only, and declared in an Honors program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Spring 2023
3774,College of Letters & Science,Political Science,POLI SCI 691,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3775,College of Letters & Science,Political Science,POLI SCI 692,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3776,College of Letters & Science,Political Science,POLI SCI 698,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3777,College of Letters & Science,Political Science,POLI SCI 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3778,College of Letters & Science,Political Science,POLI SCI 799,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
3779,College of Letters & Science,Political Science,POLI SCI 800,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3780,College of Letters & Science,Political Science,POLI SCI 801,3,Declared in Political Science doctoral program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3781,College of Letters & Science,Political Science,POLI SCI/FRENCH/GERMAN/HISTORY/SOC  804,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3782,College of Letters & Science,Political Science,POLI SCI 811,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3783,College of Letters & Science,Political Science,POLI SCI 812,4,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3784,College of Letters & Science,Political Science,POLI SCI 813,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3785,College of Letters & Science,Political Science,POLI SCI 814,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
3786,College of Letters & Science,Political Science,POLI SCI 817,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3787,College of Letters & Science,Political Science,POLI SCI 818,3,POLI SCI 812 and 813,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3788,College of Letters & Science,Political Science,POLI SCI 821,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3789,College of Letters & Science,Political Science,POLI SCI 825,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
3790,College of Letters & Science,Political Science,POLI SCI 826,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3791,College of Letters & Science,Political Science,POLI SCI 828,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3792,College of Letters & Science,Political Science,POLI SCI/JOURN  829,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3793,College of Letters & Science,Political Science,POLI SCI/CLASSICS  834,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
3794,College of Letters & Science,Political Science,POLI SCI/A A E  835,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3795,College of Letters & Science,Political Science,POLI SCI 836,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3796,College of Letters & Science,Political Science,POLI SCI 837,3,POLI SCI/A A E  835,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
3797,College of Letters & Science,Political Science,POLI SCI 839,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3798,College of Letters & Science,Political Science,POLI SCI 840,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3799,College of Letters & Science,Political Science,POLI SCI 843,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
3800,College of Letters & Science,Political Science,POLI SCI 846,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3801,College of Letters & Science,Political Science,POLI SCI 850,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3802,College of Letters & Science,Political Science,POLI SCI 853,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3803,College of Letters & Science,Political Science,POLI SCI 854,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3804,College of Letters & Science,Political Science,POLI SCI 856,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3805,College of Letters & Science,Political Science,POLI SCI 857,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3806,College of Letters & Science,Political Science,POLI SCI 862,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3807,College of Letters & Science,Political Science,POLI SCI 864,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3808,College of Letters & Science,Political Science,POLI SCI/ENVIR ST/PUB AFFR  866,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
3809,College of Letters & Science,Political Science,POLI SCI/PUB AFFR  871,3,PUB AFFR 818,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3810,College of Letters & Science,Political Science,POLI SCI 873,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3811,College of Letters & Science,Political Science,POLI SCI/PUB AFFR/URB R PL  874,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3812,College of Letters & Science,Political Science,POLI SCI/PUB AFFR/URB R PL  878,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3813,College of Letters & Science,Political Science,POLI SCI/PUB AFFR  885,3,URB R PL/POLI SCI/PUB AFFR  878,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3814,College of Letters & Science,Political Science,POLI SCI 900,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3815,College of Letters & Science,Political Science,POLI SCI 904,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3816,College of Letters & Science,Political Science,POLI SCI 917,3,POLI SCI 812 and 813,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3817,College of Letters & Science,Political Science,POLI SCI 919,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3818,College of Letters & Science,Political Science,POLI SCI 931,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
3819,College of Letters & Science,Political Science,POLI SCI 932,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
3820,College of Letters & Science,Political Science,POLI SCI/GEN&WS  933,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3821,College of Letters & Science,Political Science,POLI SCI 940,3,POLI SCI 857,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
3822,College of Letters & Science,Political Science,POLI SCI 945,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
3823,College of Letters & Science,Political Science,POLI SCI 948,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3824,College of Letters & Science,Political Science,POLI SCI 959,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
3825,College of Letters & Science,Political Science,POLI SCI 960,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
3826,College of Letters & Science,Political Science,POLI SCI/A A E/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/PORTUG/SOC/SPANISH  982,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3827,College of Letters & Science,Political Science,POLI SCI/AFRICAN/ANTHRO/ECON/GEOG/HISTORY  983,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
3828,College of Letters & Science,Political Science,POLI SCI 986,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3829,College of Letters & Science,Political Science,POLI SCI 987,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3830,College of Letters & Science,Political Science,POLI SCI 988,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3831,College of Letters & Science,Political Science,POLI SCI 989,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3832,College of Letters & Science,Political Science,POLI SCI 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3833,College of Letters & Science,Political Science,POLI SCI 999,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3834,College of Letters & Science,Portuguese,PORTUG 101,4,,Frgn Lang - 1st semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3835,College of Letters & Science,Portuguese,PORTUG 102,4,PORTUG 101,Frgn Lang - 2nd semester language course Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3836,College of Letters & Science,Portuguese,PORTUG 201,4,PORTUG 102 or 301,Frgn Lang - 3rd semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3837,College of Letters & Science,Portuguese,PORTUG 202,4,PORTUG 201,Frgn Lang - 4th semester language course Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
3838,College of Letters & Science,Portuguese,PORTUG 221,4,PORTUG 202,Breadth - Literature. Counts toward the Humanities req Frgn Lang - 5th + semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3839,College of Letters & Science,Portuguese,PORTUG 225,3,PORTUG 202,Frgn Lang - 5th + semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3840,College of Letters & Science,Portuguese,PORTUG 226,3,PORTUG 202 or 225,Frgn Lang - 5th + semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3841,College of Letters & Science,Portuguese,PORTUG 301,4,"SPANISH 226, FRENCH 228, or ITALIAN 311. Not open to students with credit for PORTUG 101 and 102",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3842,College of Letters & Science,Portuguese,PORTUG 302,4,PORTUG 102 or 301. Not open to students with credit for PORTUG 201 and 202,Frgn Lang - 4th semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
3843,College of Letters & Science,Portuguese,PORTUG 311,3,"PORTUG 202, 225, 226, or 301",Frgn Lang - 5th + semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3844,College of Letters & Science,Portuguese,PORTUG 312,3,"PORTUG 202, 225, 226, or 301",Frgn Lang - 5th + semester language course Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2020
3845,College of Letters & Science,Portuguese,PORTUG 330,3,PORTUG 225 or 226,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2020
3846,College of Letters & Science,Portuguese,PORTUG 361,3,Satisfied Communications A requirement,Gen Ed - Communication Part B Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3847,College of Letters & Science,Portuguese,PORTUG/FRENCH/ITALIAN/SPANISH  429,3,"SPANISH 226, FRENCH 228, ITALIAN 311, or PORTUG 226",Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3848,College of Letters & Science,Portuguese,PORTUG/GEN&WS  450,3,Sophomore standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3849,College of Letters & Science,Portuguese,PORTUG/AFRICAN  451,3,PORTUG 221 and 312,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3850,College of Letters & Science,Portuguese,PORTUG 467,3,PORTUG 221 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
3851,College of Letters & Science,Portuguese,PORTUG 468,3,PORTUG 221 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
3852,College of Letters & Science,Portuguese,PORTUG 640,3,PORTUG 221 or graduate/professional standing,Breadth - Literature. Counts toward the Humanities req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
3853,College of Letters & Science,Portuguese,PORTUG 642,3,"PORTUG 225, 226, 311, 312 or graduate/professional standing",Breadth - Humanities Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
3854,College of Letters & Science,Portuguese,PORTUG 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2020
3855,College of Letters & Science,Portuguese,PORTUG 899,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
3856,College of Letters & Science,Portuguese,PORTUG/A A E/ANTHRO/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/SOC/SPANISH  982,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3857,College of Letters & Science,Portuguese,PORTUG 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3858,College of Letters & Science,Psychology,PSYCH/ASIAN/COUN PSY/ED PSYCH  120,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3859,College of Letters & Science,Psychology,PSYCH/SOC  160,3,Not open to students with credit for SOC/PSYCH  453 (or SOC 350 prior to spring 2018),Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3860,College of Letters & Science,Psychology,PSYCH 202,3,Not open to students with credit for PSYCH 201 or 281,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3861,College of Letters & Science,Psychology,PSYCH 205,1,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3862,College of Letters & Science,Psychology,PSYCH 210,3,Satisfied Quantitative Reasoning (QR) A requirement and (PSYCH 202 or concurrent enrollment),Gen Ed - Quantitative Reasoning Part B Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3863,College of Letters & Science,Psychology,PSYCH 225,4,"Satisfied Communications A requirement, grade of C in PSYCH 202, and grade of C in (PSYCH 210, STAT 302, STAT 324 or STAT 371)",Gen Ed - Communication Part B Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3864,College of Letters & Science,Psychology,PSYCH 311,1,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3865,College of Letters & Science,Psychology,PSYCH/I SY E  349,3,"(I SY E 210, E C E 331, MATH/STAT  309, 431, STAT 311, 324, 371, MATH 531, PSYCH 210, or C&E SOC/SOC  360, or concurrent registration), graduate/professional standing, or member of Engineering Guest Students",Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3866,College of Letters & Science,Psychology,PSYCH 380,1,PSYCH 225 and declared in a College of Letters and Science Honors in the Liberal Arts program or Psychology Honors in the Major,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
3867,College of Letters & Science,Psychology,PSYCH 399,1,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
3868,College of Letters & Science,Psychology,PSYCH 401,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3869,College of Letters & Science,Psychology,PSYCH 403,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3870,College of Letters & Science,Psychology,PSYCH 405,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3871,College of Letters & Science,Psychology,PSYCH 406,3,"PSYCH 202, (ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
3872,College of Letters & Science,Psychology,PSYCH 413,3,"PSYCH 202, CS&D 110, LINGUIS 101, or LINGUIS/ANTHRO  301",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
3873,College of Letters & Science,Psychology,PSYCH 414,3,"PSYCH 202, (ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3874,College of Letters & Science,Psychology,PSYCH 449,3,"PSYCH 202, (ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3875,College of Letters & Science,Psychology,PSYCH 450,3,"PSYCH 202, ZOOLOGY/BIOLOGY  101, ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3876,College of Letters & Science,Psychology,PSYCH/SOC  453,4,PSYCH 202 or Sophomore standing. Not open to student with credit for SOC/PSYCH  160,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2022
3877,College of Letters & Science,Psychology,PSYCH 454,3,"PSYCH 202, (ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3878,College of Letters & Science,Psychology,PSYCH 456,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3879,College of Letters & Science,Psychology,PSYCH 460,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3880,College of Letters & Science,Psychology,PSYCH 464,3,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3881,College of Letters & Science,Psychology,PSYCH 501,4,PSYCH 202,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3882,College of Letters & Science,Psychology,PSYCH 502,4,"PSYCH 406, 413, 414, or 460",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
3883,College of Letters & Science,Psychology,PSYCH 505,3,"PSYCH 202, (ZOOLOGY/BIOLOGY  101 and 102), ZOOLOGY/BIOLOGY/BOTANY  151, or (BIOCORE 381 and 382)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3884,College of Letters & Science,Psychology,PSYCH 508,4,"PSYCH 403, 428, 456, 460, or SOC/PSYCH  453, or PSYCH/GEN&WS  522",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3885,College of Letters & Science,Psychology,PSYCH 510,4,PSYCH 405 or 460 (or PSYCH 509 or 560 prior to Fall 2017),Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
3886,College of Letters & Science,Psychology,PSYCH 513,4,"PSYCH 406, 413, 414, 449, 450, 454, or ZOOLOGY/PSYCH  523",Breadth - Either Biological Science or Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3887,College of Letters & Science,Psychology,PSYCH 521,4,"PSYCH 406, 413, 414, or 460",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
