,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
2262,College of Letters & Science,History,HISTORY 725,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2021
2263,College of Letters & Science,History,HISTORY 730,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2020
2264,College of Letters & Science,History,HISTORY/L I S  734,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2265,College of Letters & Science,History,HISTORY 752,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2266,College of Letters & Science,History,HISTORY 753,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
2267,College of Letters & Science,History,HISTORY 755,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2268,College of Letters & Science,History,HISTORY/ANTHRO/ART HIST/DS/LAND ARC  764,4,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2269,College of Letters & Science,History,HISTORY 790,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
2270,College of Letters & Science,History,HISTORY 800,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2271,College of Letters & Science,History,HISTORY/CLASSICS  801,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
2272,College of Letters & Science,History,HISTORY/FRENCH/GERMAN/POLI SCI/SOC  804,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2273,College of Letters & Science,History,HISTORY 805,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2274,College of Letters & Science,History,HISTORY/JOURN  808,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
2275,College of Letters & Science,History,HISTORY 845,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
2276,College of Letters & Science,History,HISTORY 850,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2020
2277,College of Letters & Science,History,HISTORY 854,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
2278,College of Letters & Science,History,HISTORY 855,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
2279,College of Letters & Science,History,HISTORY 861,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
2280,College of Letters & Science,History,HISTORY 868,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
2281,College of Letters & Science,History,HISTORY 891,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
2282,College of Letters & Science,History,HISTORY 900,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2283,College of Letters & Science,History,HISTORY 901,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2284,College of Letters & Science,History,HISTORY/ED POL  903,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2285,College of Letters & Science,History,HISTORY/ED POL  906,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
2286,College of Letters & Science,History,HISTORY/ED POL  907,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
2287,College of Letters & Science,History,HISTORY 910,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2288,College of Letters & Science,History,HISTORY 936,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2289,College of Letters & Science,History,HISTORY/GEN&WS  938,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2290,College of Letters & Science,History,HISTORY 940,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
2291,College of Letters & Science,History,HISTORY 943,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2292,College of Letters & Science,History,HISTORY 951,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2293,College of Letters & Science,History,HISTORY 952,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2294,College of Letters & Science,History,HISTORY 958,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
2295,College of Letters & Science,History,HISTORY/A A E/ANTHRO/C&E SOC/GEOG/LACIS/POLI SCI/PORTUG/SOC/SPANISH  982,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2296,College of Letters & Science,History,HISTORY/AFRICAN/ANTHRO/ECON/GEOG/POLI SCI  983,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2021
2297,College of Letters & Science,History,HISTORY 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2298,College of Letters & Science,History,HISTORY 999,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
2299,College of Agricultural and Life Sciences,Horticulture,HORT 120,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2300,College of Agricultural and Life Sciences,Horticulture,HORT 121,1,,,No,Fall 2023
2301,College of Agricultural and Life Sciences,Horticulture,HORT 227,3,BOTANY/BIOLOGY  130 or ZOOLOGY/BIOLOGY/BOTANY  152,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2302,College of Agricultural and Life Sciences,Horticulture,HORT 234,3,,,No,Fall 2022
2303,College of Agricultural and Life Sciences,Horticulture,HORT 240,1,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2304,College of Agricultural and Life Sciences,Horticulture,HORT/PL PATH  261,2,,,No,Fall 2023
2305,College of Agricultural and Life Sciences,Horticulture,HORT/PL PATH  262,1,PL PATH/HORT  261 or concurrent enrollment,,No,Fall 2022
2306,College of Agricultural and Life Sciences,Horticulture,HORT/LAND ARC  263,3,"Sophomore standing and (BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, or BOTANY 100)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2307,College of Agricultural and Life Sciences,Horticulture,HORT 299,1,Consent of instructor,,"Yes, unlimited number of completions",Fall 2023
2308,College of Agricultural and Life Sciences,Horticulture,HORT/HIST SCI  301,4,Satisfied Communications A requirement,Gen Ed - Communication Part B Breadth - Humanities Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2309,College of Agricultural and Life Sciences,Horticulture,HORT 320,3,"BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, AGRONOMY 100, or HORT 120",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2310,College of Agricultural and Life Sciences,Horticulture,HORT/AGRONOMY/SOIL SCI  326,3,"(CHEM 103, 109, or 115 and SOIL SCI/ENVIR ST/GEOG  230) or SOIL SCI 301, or graduate/professional standing",Breadth - Physical Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2311,College of Agricultural and Life Sciences,Horticulture,HORT 330,2,Consent of instructor,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2312,College of Agricultural and Life Sciences,Horticulture,HORT 333,2,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
2313,College of Agricultural and Life Sciences,Horticulture,HORT 334,2,"BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, AGRONOMY 100, or HORT 120",,No,Spring 2023
2314,College of Agricultural and Life Sciences,Horticulture,HORT 335,1,HORT 334 or concurrent registration,,No,Spring 2023
2315,College of Agricultural and Life Sciences,Horticulture,HORT/AGRONOMY  338,3,"(BOTANY/BIOLOGY  130, GENETICS 466, 467, or BIOCORE 381) or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2316,College of Agricultural and Life Sciences,Horticulture,HORT/AGRONOMY/BOTANY  340,3,"(BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, ZOOLOGY/BIOLOGY  102, or BIOCORE 381) and (CHEM 104, 109, or 116), or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
2317,College of Agricultural and Life Sciences,Horticulture,HORT 345,3,BOTANY/BIOLOGY  130 or ZOOLOGY/BIOLOGY/BOTANY  152,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
2318,College of Agricultural and Life Sciences,Horticulture,HORT 350,2,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2319,College of Agricultural and Life Sciences,Horticulture,HORT 351,1,Concurrent enrollment in HORT 350,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2320,College of Agricultural and Life Sciences,Horticulture,HORT/AGRONOMY  360,2,"ZOOLOGY/BIOLOGY  101, BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  151, BIOCORE 381, GENETICS 466, or GENETICS 467",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
2321,College of Agricultural and Life Sciences,Horticulture,HORT/A A E/AGRONOMY/PL PATH  367,3,ENVIR ST/AGROECOL/AGRONOMY/C&E SOC/ENTOM  103 or graduate/professional standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
2322,College of Agricultural and Life Sciences,Horticulture,HORT 370,3,"BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  151, or BIOCORE 381",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2323,College of Agricultural and Life Sciences,Horticulture,HORT 372,1,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2324,College of Agricultural and Life Sciences,Horticulture,HORT 375,1,,,"Yes, unlimited number of completions",Summer 2022
2325,College of Agricultural and Life Sciences,Horticulture,HORT/AGRONOMY  376,2,Junior standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
2326,College of Agricultural and Life Sciences,Horticulture,HORT 380,2,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
